commodity,contract,trade_date,candidate_score,candidate_level,sample_status,trigger_reasons,main_reference_contract
AU,AU2601,2026-01-12,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=invalid_lifecycle_edge,AU2602
AU,AU2602,2026-01-12,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2604,2026-01-12,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2606,2026-01-12,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2608,2026-01-12,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2610,2026-01-12,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2612,2026-01-12,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2603,2026-01-12,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2602,2026-01-13,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2604,2026-01-13,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2606,2026-01-13,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2608,2026-01-13,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2610,2026-01-13,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2612,2026-01-13,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2603,2026-01-13,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2601,2026-01-14,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=invalid_lifecycle_edge,AU2602
AU,AU2602,2026-01-14,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2604,2026-01-14,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2606,2026-01-14,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2608,2026-01-14,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2610,2026-01-14,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2612,2026-01-14,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2603,2026-01-14,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2602,2026-01-15,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2604,2026-01-15,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2606,2026-01-15,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2608,2026-01-15,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2610,2026-01-15,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2612,2026-01-15,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2603,2026-01-15,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2602,2026-01-16,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2604,2026-01-16,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2606,2026-01-16,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2608,2026-01-16,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2610,2026-01-16,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2612,2026-01-16,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2603,2026-01-16,0.0,none,valid,无活跃可比合约,AU2602
AU,AU2702,2026-01-16,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=invalid_lifecycle_edge,AU2602
AU,AU2602,2026-01-19,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-01-19,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-01-19,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-01-19,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-01-19,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-01-19,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-01-19,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-01-19,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=invalid_lifecycle_edge,AU2604
AU,AU2602,2026-01-20,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-01-20,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-01-20,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-01-20,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-01-20,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-01-20,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-01-20,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-01-20,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=invalid_lifecycle_edge,AU2604
AU,AU2602,2026-01-21,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-01-21,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-01-21,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-01-21,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-01-21,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-01-21,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-01-21,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-01-21,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=invalid_lifecycle_edge,AU2604
AU,AU2602,2026-01-22,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-01-22,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-01-22,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-01-22,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-01-22,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-01-22,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-01-22,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-01-22,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=invalid_lifecycle_edge,AU2604
AU,AU2602,2026-01-23,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-01-23,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-01-23,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-01-23,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-01-23,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-01-23,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-01-23,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-01-23,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=invalid_lifecycle_edge,AU2604
AU,AU2602,2026-01-26,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-01-26,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-01-26,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-01-26,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-01-26,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-01-26,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-01-26,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-01-26,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2602,2026-01-27,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-01-27,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-01-27,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-01-27,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-01-27,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-01-27,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-01-27,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-01-27,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2602,2026-01-28,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-01-28,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-01-28,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-01-28,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-01-28,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-01-28,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-01-28,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-01-28,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2602,2026-01-29,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-01-29,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-01-29,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-01-29,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-01-29,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-01-29,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-01-29,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-01-29,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2602,2026-01-30,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-01-30,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-01-30,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-01-30,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-01-30,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-01-30,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-01-30,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-01-30,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2602,2026-02-02,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-02-02,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-02-02,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-02-02,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-02-02,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-02-02,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-02-02,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-02-02,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2602,2026-02-03,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-02-03,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-02-03,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-02-03,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-02-03,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-02-03,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-02-03,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-02-03,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2602,2026-02-04,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-02-04,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-02-04,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-02-04,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-02-04,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-02-04,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-02-04,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-02-04,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2602,2026-02-05,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-02-05,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-02-05,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-02-05,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-02-05,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-02-05,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-02-05,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-02-05,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2602,2026-02-06,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-02-06,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-02-06,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-02-06,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-02-06,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-02-06,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-02-06,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-02-06,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2602,2026-02-09,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-02-09,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-02-09,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-02-09,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-02-09,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-02-09,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-02-09,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-02-09,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2602,2026-02-10,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-02-10,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-02-10,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-02-10,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-02-10,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-02-10,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-02-10,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-02-10,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2602,2026-02-11,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-02-11,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-02-11,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-02-11,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-02-11,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-02-11,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-02-11,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-02-11,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2602,2026-02-12,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-02-12,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-02-12,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-02-12,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-02-12,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-02-12,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-02-12,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-02-12,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2602,2026-02-13,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-02-13,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-02-13,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-02-13,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-02-13,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-02-13,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-02-13,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-02-13,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2602,2026-02-24,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=invalid_lifecycle_edge,AU2604
AU,AU2604,2026-02-24,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-02-24,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-02-24,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-02-24,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-02-24,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-02-24,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-02-24,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-02-25,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-02-25,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-02-25,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-02-25,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-02-25,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-02-25,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-02-25,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2605,2026-02-25,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=invalid_lifecycle_edge,AU2604
AU,AU2604,2026-02-26,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-02-26,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-02-26,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-02-26,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-02-26,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-02-26,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-02-26,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2605,2026-02-26,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=invalid_lifecycle_edge,AU2604
AU,AU2604,2026-02-27,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-02-27,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-02-27,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-02-27,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-02-27,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-02-27,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-02-27,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2605,2026-02-27,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=invalid_lifecycle_edge,AU2604
AU,AU2604,2026-03-02,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-03-02,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-03-02,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-03-02,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-03-02,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-03-02,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-03-02,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2605,2026-03-02,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=invalid_lifecycle_edge,AU2604
AU,AU2604,2026-03-03,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-03-03,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-03-03,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-03-03,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-03-03,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-03-03,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-03-03,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2605,2026-03-03,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=invalid_lifecycle_edge,AU2604
AU,AU2604,2026-03-04,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-03-04,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-03-04,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-03-04,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-03-04,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-03-04,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-03-04,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2605,2026-03-04,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=invalid_lifecycle_edge,AU2604
AU,AU2604,2026-03-05,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-03-05,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-03-05,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-03-05,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-03-05,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-03-05,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-03-05,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2605,2026-03-05,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=invalid_lifecycle_edge,AU2604
AU,AU2604,2026-03-06,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-03-06,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-03-06,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-03-06,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-03-06,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-03-06,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-03-06,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2605,2026-03-06,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=invalid_lifecycle_edge,AU2604
AU,AU2604,2026-03-09,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-03-09,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-03-09,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-03-09,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-03-09,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-03-09,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=invalid_lifecycle_edge,AU2604
AU,AU2702,2026-03-09,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2605,2026-03-09,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-03-10,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-03-10,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-03-10,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-03-10,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-03-10,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-03-10,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2605,2026-03-10,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-03-11,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-03-11,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-03-11,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-03-11,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-03-11,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2702,2026-03-11,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2605,2026-03-11,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-03-12,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-03-12,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-03-12,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-03-12,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-03-12,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-03-12,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=invalid_lifecycle_edge,AU2604
AU,AU2702,2026-03-12,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2605,2026-03-12,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-03-13,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-03-13,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2608,2026-03-13,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2610,2026-03-13,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2612,2026-03-13,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2603,2026-03-13,0.0,none,invalid_lifecycle_edge,无活跃可比合约；样本状态=invalid_lifecycle_edge,AU2604
AU,AU2702,2026-03-13,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2605,2026-03-13,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2604,2026-03-16,0.0,none,valid,无活跃可比合约,AU2604
AU,AU2606,2026-03-16,0.0,none,valid,无活跃可比合约,AU2604
