检测器版本,参数档,验证状态,事件编号,交易日,事件时间,区间均价确认结束时间,品种,合约,事件开始序号,事件锚点开始序号,事件锚点结束序号,事件结束序号,触发原因,合理价,合理价不确定性_跳,有效参考合约数,参考合约列表,价差基线最少样本数,噪声样本数,噪声覆盖秒数,最新成交价,区间成交均价,末笔向下偏离_跳,末笔向下偏离_基点,区间均价向下偏离_跳,区间均价向下偏离_基点,一秒合并成交均价,一秒合并均价向下偏离_跳,末笔触发阈值_跳,区间均价触发阈值_跳,突发偏离_跳,区间增量成交量,区间增量成交额,事件成交量,名义成交额缺口,回归标签,可见末笔恢复确认秒数,区间均价恢复确认秒数,买一恢复确认秒数,数据质量标记
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|21:18:06.000,20260402,21:18:06.000,21:18:07.000,PX,PX605,1086000,2130,2131,1086000,interval_execution_drop,9785.0,5.9304,5,"PX609,PX607,PX606,PX608,PX610",20,246,290.0,9776.0,9530.473684210527,4.5,9.197751660705162,127.26315789473665,260.1188715273105,9602.680412371134,91.15979381443321,20.0,43.217,122.26315789473665,304.0,2897264.0,304.0,77375.99999999988,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX605|22:19:17.000,20260402,22:19:17.000,22:19:18.000,PX,PX605,4757000,8498,8499,4757000,interval_execution_drop,9616.0,0.7413,5,"PX609,PX607,PX606,PX608,PX610",20,238,290.0,9624.0,9342.243992606285,-4.0,-8.319467554076539,136.87800369685738,284.68802765569336,9402.067307692309,106.96634615384573,20.0,20.0,136.87800369685738,541.0,5054154.0,541.0,148101.99999999968,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX606|22:13:41.000,20260402,22:13:41.000,22:13:42.000,PX,PX606,4421000,6940,6941,4421000,interval_execution_drop,9659.0,3.7064999999999997,5,"PX605,PX609,PX607,PX608,PX610",20,101,290.0,9642.0,9522.746268656716,8.5,17.60016564861787,68.12686567164201,141.064014228475,9542.009216589862,58.49539170506887,25.7216,20.0,68.12686567164201,201.0,1914072.0,201.0,27387.000000000087,quote_only_recovered_3s,,4.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX606|22:14:12.000,20260402,22:14:12.000,22:14:13.000,PX,PX606,4452000,6990,6991,4452000,interval_execution_drop,9638.5,4.07715,4,"PX605,PX609,PX608,PX610",20,111,290.0,9618.0,9341.58208955224,10.25,21.26886963739171,148.45895522388037,308.0540648936668,9432.729411764705,102.88529411764739,26.2216,20.0,148.45895522388037,67.0,625886.0,67.0,19893.49999999997,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX609|21:04:24.000,20260402,21:04:24.000,21:04:25.000,PX,PX609,264000,560,561,264000,interval_execution_drop,9471.0,2.9652,5,"PX605,PX607,PX606,PX608,PX610",20,133,254.0,9472.0,9239.09090909091,-0.5,-1.0558547143912997,115.95454545454504,244.86230694656328,9298.0,86.5,21.2564,68.59519999999999,114.95454545454504,44.0,406520.0,44.0,10203.999999999964,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX609|21:04:36.000,20260402,21:04:36.000,21:04:37.000,PX,PX609,276000,584,585,276000,interval_execution_drop,9465.0,5.1891,5,"PX605,PX607,PX606,PX608,PX610",20,144,266.0,9442.0,9217.644444444444,11.5,24.300052826201796,123.67777777777792,261.33708986323916,9279.192982456141,92.90350877192941,20.0,67.34519999999999,115.17777777777792,45.0,414794.0,45.0,11131.000000000013,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX609|21:04:49.000,20260402,21:04:49.000,21:04:50.000,PX,PX609,289000,608,609,289000,interval_execution_drop,9462.0,5.9304,5,"PX605,PX607,PX606,PX608,PX610",20,157,279.0,9444.0,9167.95,9.0,19.023462270133166,147.02499999999964,310.76939336292463,9269.368421052632,96.31578947368416,21.7564,66.59519999999999,139.27499999999964,40.0,366718.0,40.0,11761.99999999997,quote_only_recovered_3s,,,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX609|21:08:40.000,20260402,21:08:40.000,21:08:41.000,PX,PX609,520000,1011,1012,520000,interval_execution_drop,9446.0,2.9652,5,"PX605,PX607,PX606,PX608,PX610",20,181,290.0,9452.0,9129.591836734693,-3.0,-6.351894982002964,158.20408163265347,334.9652374182796,9289.632183908046,78.18390804597675,20.0,20.0,158.20408163265347,49.0,447350.0,49.0,15504.00000000004,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX609|21:09:02.000,20260402,21:09:02.000,21:09:03.000,PX,PX609,542000,1053,1054,542000,interval_execution_drop,9458.0,2.2239,5,"PX605,PX607,PX606,PX608,PX610",20,182,290.0,9458.0,9394.421052631578,0.0,0.0,31.78947368421086,67.22240153142495,9395.458333333334,31.27083333333303,25.2216,20.0,31.78947368421086,190.0,1784940.0,190.0,12080.000000000127,trade_recovered_3s,,2.0,1.0,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,PX609|21:10:20.000,20260402,21:10:20.000,21:10:21.000,PX,PX609,620000,1193,1194,620000,interval_execution_drop,9471.0,0.7413,5,"PX605,PX607,PX606,PX608,PX610",20,179,290.0,9474.0,9194.478873239437,-1.5,-3.1675641431738994,138.26056338028138,291.9661353189344,9198.611111111111,136.19444444444434,23.7216,22.0128,138.26056338028138,71.0,652808.0,71.0,19632.999999999956,trade_recovered_3s,,2.0,1.0,
