检测器版本,参数档,验证状态,事件编号,交易日,事件时间,区间均价确认结束时间,品种,合约,事件开始序号,事件锚点开始序号,事件锚点结束序号,事件结束序号,触发原因,合理价,合理价不确定性_跳,有效参考合约数,参考合约列表,价差基线最少样本数,噪声样本数,噪声覆盖秒数,最新成交价,区间成交均价,末笔向下偏离_跳,末笔向下偏离_基点,区间均价向下偏离_跳,区间均价向下偏离_基点,一秒合并成交均价,一秒合并均价向下偏离_跳,末笔触发阈值_跳,区间均价触发阈值_跳,突发偏离_跳,区间增量成交量,区间增量成交额,事件成交量,名义成交额缺口,回归标签,可见末笔恢复确认秒数,区间均价恢复确认秒数,买一恢复确认秒数,数据质量标记
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2604|11:09:59.000,20260330,11:09:59.000,,AG,AG2604,50999000,48083,48083,50999000,visible_execution_drop,17762.0,1.4826,5,"AG2606,AG2608,AG2605,AG2610,AG2612",20,280,290.0,17720.0,17739.8,42.0,23.64598581240851,22.200000000000728,12.498592500844909,,,39.5128,39.5128,39.0,5.0,1330485.0,5.0,1665.0000000000546,trade_recovered_3s,2.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2605|00:29:53.500,20260330,00:29:53.500,,AG,AG2605,12593500,24650,24650,12593500,visible_execution_drop,17796.0,1.4826,4,"AG2606,AG2608,AG2604,AG2610",20,158,290.0,17760.0,17774.375,36.0,20.229265003371545,21.625,12.151607102719712,,,24.363999999999997,25.7216,35.5,16.0,4265850.0,16.0,5190.0,trade_recovered_3s,1.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2605|00:40:04.000,20260330,00:40:04.000,,AG,AG2605,13204000,25792,25792,13204000,visible_execution_drop,17691.5,2.2239,5,"AG2606,AG2608,AG2604,AG2610,AG2612",20,187,290.0,17665.0,17681.666666666668,26.5,14.978944690953282,9.83333333333212,5.558224759535438,,,23.7216,20.0,26.25,3.0,795675.0,3.0,442.49999999994543,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2605|01:18:34.500,20260330,01:18:34.500,,AG,AG2605,15514500,29998,29998,15514500,visible_execution_drop,17648.0,1.4826,5,"AG2606,AG2608,AG2604,AG2610,AG2612",20,150,290.0,17616.0,17631.88235294118,32.0,18.13236627379873,16.117647058821603,9.132846248199005,,,24.2216,24.2216,31.0,17.0,4496130.0,17.0,4109.999999999509,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2605|09:11:04.000,20260330,09:11:04.000,,AG,AG2605,43864000,39350,39350,43864000,visible_execution_drop,17541.0,0.7413,5,"AG2606,AG2608,AG2604,AG2610,AG2612",20,283,290.0,17502.0,17515.9,39.0,22.233624080725157,25.099999999998545,14.309332421183823,,,28.651999999999997,26.341866666653495,29.0,20.0,5254770.0,20.0,7529.999999999563,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2605|09:11:08.000,20260330,09:11:08.000,,AG,AG2605,43868000,39358,39358,43868000,visible_execution_drop,17531.5,0.0,5,"AG2606,AG2608,AG2604,AG2610,AG2612",20,282,290.0,17502.0,17516.0,29.5,16.82685451900864,15.5,8.841228645580811,,,28.651999999999997,25.889333333326746,22.75,21.0,5517540.0,21.0,4882.5,trade_recovered_3s,1.0,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2605|09:11:13.000,20260330,09:11:13.000,,AG,AG2605,43873000,39368,39368,43873000,visible_execution_drop,17504.0,5.1891,5,"AG2606,AG2608,AG2604,AG2610,AG2612",20,286,290.0,17468.0,17482.960000000003,36.0,20.566727605118828,21.039999999997235,12.020109689212315,,,28.651999999999997,28.651999999999997,23.0,25.0,6556110.0,25.0,7889.999999998963,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2605|09:11:16.500,20260330,09:11:16.500,,AG,AG2605,43876500,39375,39375,43876500,visible_execution_drop,17513.5,1.4826,5,"AG2606,AG2608,AG2604,AG2610,AG2612",20,289,290.0,17478.0,17489.15,35.5,20.27007736888686,24.349999999998545,13.90356011077086,,,31.867199999999997,28.651999999999997,20.75,20.0,5246745.0,20.0,7304.999999999563,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2605|09:27:28.500,20260330,09:27:28.500,,AG,AG2605,44848500,41301,41301,44848500,visible_execution_drop,17432.5,1.4826,5,"AG2606,AG2608,AG2604,AG2610,AG2612",20,180,290.0,17405.0,17416.05,27.5,15.775132654524596,16.450000000000728,9.436397533343312,,,23.7216,26.0317333333465,23.0,20.0,5224815.0,20.0,4935.000000000218,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2607|09:11:42.500,20260330,09:11:42.500,,AG,AG2607,43902500,35382,35382,43904500,visible_execution_drop,17447.25,0.7413,4,"AG2608,AG2605,AG2604,AG2610",20,112,290.0,17400.0,17410.70588235294,47.25,27.081631775781283,36.544117647059466,20.94548862832794,,,35.5824,41.7628,47.25,17.0,4439730.0,79.0,9318.750000000164,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2608|09:31:34.000,20260330,09:31:34.000,,AG,AG2608,45094000,43293,43293,45094000,visible_execution_drop,17294.25,1.8532499999999998,5,"AG2606,AG2605,AG2604,AG2610,AG2612",20,511,289.5,17266.0,17277.621212121212,28.25,16.334909001546755,16.62878787878799,9.615211922337187,,,20.0,20.0,23.1875,66.0,17104845.0,66.0,16462.50000000011,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2610|09:12:28.500,20260330,09:12:28.500,,AG,AG2610,43947500,39418,39418,43948500,visible_execution_drop,17385.25,6.30105,4,"AG2606,AG2608,AG2604,AG2612",20,302,290.0,17354.0,17363.571428571428,31.25,17.97500754950317,21.678571428572468,12.469519522913084,,,27.936799999999998,28.32468571428007,26.75,21.0,5469525.0,42.0,6828.750000000327,trade_recovered_3s,0.5,,0.5,
aggregated-tick-v1,AUTO_INFERRED_V1,validated,AG2610|09:12:32.000,20260330,09:12:32.000,09:12:33.000,AG,AG2610,43952000,39425,39425,43952000,visible_execution_drop,17385.0,2.9652,5,"AG2606,AG2608,AG2605,AG2604,AG2612",20,305,290.0,17351.0,17356.96,34.0,19.557089444923783,28.040000000000873,16.128846706931764,17359.85,25.150000000001455,30.651999999999997,27.936799999999998,19.75,25.0,6508860.0,25.0,10515.000000000327,trade_recovered_3s,0.5,,0.5,
