trade_id,trade_date,target_contract,hedge_contract,direction,fill_key,fill_time,fill_context,event_label,fill_evidence,target_entry_price,hedge_entry_key,hedge_entry_price,exit_key,exit_time,exit_reason,status,target_exit_price,hedge_exit_price,target_pnl,hedge_pnl,gross_pnl,commission,net_pnl,gross_margin,unhedged_worst_mark_pnl,hedged_worst_mark_pnl,observed_worst_mark_pnl
20260303-AP605-0001,20260303,AP605,AP604,short,43287000,09:01:27.000,normal_quote,normal_move_fill,interval_vwap,9951.0,43288000.0,9611.0,43289000,09:01:29.000,reversion_exit,closed,9881.0,9600.0,70.0,-11.0,59.0,0.0,59.0,1956.2,0.0,59.0,0.0
20260303-AP605-0002,20260303,AP605,AP604,short,43367000,09:02:47.000,normal_quote,normal_move_fill,interval_vwap,9964.0,43368000.0,9624.0,43369000,09:02:49.000,reversion_exit,closed,9884.0,9604.0,80.0,-20.0,60.0,0.0,60.0,1958.8000000000002,0.0,60.0,0.0
20260303-AP605-0003,20260303,AP605,AP604,short,43442000,09:04:02.000,normal_quote,normal_move_fill,interval_vwap,9966.0,43443000.0,9624.0,43444000,09:04:04.000,reversion_exit,closed,9889.0,9604.0,77.0,-20.0,57.0,0.0,57.0,1959.0,0.0,57.0,0.0
20260303-AP605-0004,20260303,AP605,AP604,short,43594000,09:06:34.000,normal_quote,normal_move_fill,interval_vwap,9975.0,43595000.0,9629.0,43618000,09:06:58.000,reference_invalid_exit,closed,9891.0,9605.0,84.0,-24.0,60.0,0.0,60.0,1960.4,0.0,57.0,0.0
20260303-AP605-0005,20260303,AP605,AP604,short,43771000,09:09:31.000,normal_quote,normal_move_fill,interval_vwap,9977.0,43772000.0,9628.0,43773000,09:09:33.000,reversion_exit,closed,9894.0,9607.0,83.0,-21.0,62.0,0.0,62.0,1960.5,0.0,62.0,0.0
20260303-AP605-0006,20260303,AP605,AP604,short,43947000,09:12:27.000,normal_quote,normal_move_fill,interval_vwap,9987.0,43948000.0,9641.0,43949000,09:12:29.000,reversion_exit,closed,9915.0,9615.0,72.0,-26.0,46.0,0.0,46.0,1962.8000000000002,0.0,46.0,0.0
20260303-AP605-0007,20260303,AP605,AP604,short,43983000,09:13:03.000,normal_quote,normal_move_fill,interval_vwap,9987.0,43984000.0,9641.0,43985000,09:13:05.000,reversion_exit,closed,9919.0,9619.0,68.0,-22.0,46.0,0.0,46.0,1962.8000000000002,0.0,46.0,0.0
20260303-AP605-0008,20260303,AP605,AP604,short,43997000,09:13:17.000,normal_quote,normal_move_fill,interval_vwap,9989.0,43998000.0,9641.0,43999000,09:13:19.000,reversion_exit,closed,9918.0,9618.0,71.0,-23.0,48.0,0.0,48.0,1963.0,0.0,48.0,0.0
20260303-AP605-0009,20260303,AP605,AP604,short,44618000,09:23:38.000,normal_quote,normal_move_fill,interval_vwap,9995.0,44619000.0,9626.0,44620000,09:23:40.000,reversion_exit,closed,9922.0,9619.0,73.0,-7.0,66.0,0.0,66.0,1962.1,0.0,66.0,0.0
20260303-AP605-0010,20260303,AP605,AP604,short,45361000,09:36:01.000,normal_quote,normal_move_fill,interval_vwap,10007.0,45362000.0,9699.0,45363000,09:36:03.000,reversion_exit,closed,9931.0,9674.0,76.0,-25.0,51.0,0.0,51.0,1970.6000000000001,0.0,51.0,0.0
20260303-AP605-0011,20260303,AP605,AP604,short,45420000,09:37:00.000,normal_quote,normal_move_fill,interval_vwap,10012.0,45421000.0,9701.0,45422000,09:37:02.000,reversion_exit,closed,9935.0,9679.0,77.0,-22.0,55.0,0.0,55.0,1971.3000000000002,0.0,55.0,0.0
